Datetime,Open,Close,High,Low,Volume,Gain%
2021-11-04 00:46:40,9.7,9.8499,9.85,9.7,863022,1.5453608247422743
2021-11-05 00:46:40,9.85,9.76,9.85,9.7201,240865,-0.9137055837563437
2021-11-08 00:46:40,9.78,9.74,9.9,9.73,640624,-0.40899795501021624
2021-11-09 00:46:40,9.785,9.78,9.785,9.75,233454,-0.05109862033725888
2021-11-10 00:46:40,9.78,9.76,9.78,9.76,184737,-0.20449897750510812
2021-11-11 00:46:40,9.76,9.76,9.78,9.75,452233,0.0
2021-11-12 00:46:40,9.75,9.7764,9.78,9.74,71186,0.2707692307692374
2021-11-15 00:46:40,9.78,9.78,9.78,9.75,48510,0.0
2021-11-16 00:46:40,9.75,9.78,9.78,9.75,17183,0.30769230769230116
2021-11-17 00:46:40,9.78,9.78,9.78,9.75,11313,0.0
2021-11-18 00:46:40,9.79,9.79,9.8,9.78,322274,0.0
2021-11-19 00:46:40,9.8,9.81,9.85,9.78,82983,0.10204081632652844
2021-11-22 00:46:40,9.81,9.78,9.82,9.78,74448,-0.3058103975535284
2021-11-23 00:46:40,9.79,9.79,9.79,9.78,19320,0.0
2021-11-24 00:46:40,9.81,9.78,9.81,9.78,3725,-0.3058103975535284
2021-11-26 00:46:40,9.78,9.79,9.79,9.78,8525,0.10224948875255406
2021-11-29 00:46:40,9.81,9.79,9.81,9.78,3097,-0.20387359836902497
2021-11-30 00:46:40,9.79,9.78,9.795,9.78,74598,-0.10214504596526852
2021-12-01 00:46:40,9.79,9.79,9.79,9.78,13556,0.0
2021-12-02 00:46:40,9.79,9.775,9.79,9.77,216440,-0.1532175689478937
2021-12-03 00:46:40,9.7717,9.79,9.82,9.76,118067,0.1872754996571731
2021-12-06 00:46:40,9.7891,9.79,9.8,9.77,21809,0.009193899337014422
2021-12-07 00:46:40,9.79,9.85,9.85,9.79,1429,0.6128702757916292
2021-12-08 00:46:40,9.86,9.81,9.8893,9.81,3367,-0.5070993914807195
2021-12-09 00:46:40,9.82,9.83,9.83,9.8,43052,0.1018329938900182
2021-12-10 00:46:40,9.82,9.8,9.82,9.78,24450,-0.2036659877800364
2021-12-13 00:46:40,9.79,9.7717,9.79,9.76,67348,-0.18692543411644522
2021-12-14 00:46:40,9.77,9.78,9.78,9.76,12043,0.1023541453428842
2021-12-15 00:46:40,9.7701,9.77,9.8133,9.77,3711,-0.0010235309771626385
2021-12-16 00:46:40,9.7691,9.77,9.77,9.74,10665,0.009212721745090937
2021-12-17 00:46:40,9.77,9.78,9.78,9.75,6224,0.1023541453428842
2021-12-20 00:46:40,9.74,9.75,9.754,9.73,3387,0.10266940451745162
