Datetime,Open,Close,High,Low,Volume,Gain%
2015-04-15 00:46:40,20.5,20.75,22.86,19.17,1022881,1.2195121951219512
2015-04-16 00:46:40,21.06,20.21,22.24,20.11,244824,-4.0360873694206925
2015-04-17 00:46:40,20.5,23.68,24.5,20.44,202416,15.512195121951219
2015-04-20 00:46:40,25.07,29.0,29.67,24.5,563460,15.6761069006781
2015-04-21 00:46:40,29.96,24.87,30.0,24.17,327815,-16.98931909212283
2015-04-22 00:46:40,26.5,25.05,27.38,24.85,163041,-5.471698113207545
2015-04-23 00:46:40,25.0,24.94,27.09,24.5,121248,-0.2399999999999949
2015-04-24 00:46:40,25.0,20.44,25.18,20.0,333551,-18.239999999999995
2015-04-27 00:46:40,20.87,17.45,21.4699,17.0501,657971,-16.387158600862488
2015-04-28 00:46:40,17.45,17.39,18.49,17.11,224898,-0.3438395415472706
2015-04-29 00:46:40,17.55,17.44,18.5,17.2,154936,-0.6267806267806235
2015-04-30 00:46:40,17.5,15.75,19.0,15.75,272946,-10.0
2015-05-01 00:46:40,16.21,15.14,16.82,14.56,309703,-6.60086366440469
2015-05-04 00:46:40,15.48,16.16,17.24,15.48,380638,4.392764857881136
2015-05-05 00:46:40,16.59,15.7,17.0,14.67,229438,-5.364677516576254
2015-05-06 00:46:40,15.6,15.13,16.3795,15.02,95586,-3.0128205128205057
2015-05-07 00:46:40,15.5,15.73,15.96,15.48,69603,1.4838709677419384
2015-05-08 00:46:40,16.44,16.595,17.24,16.13,158076,0.9428223844282092
2015-05-11 00:46:40,17.0,17.64,18.7611,17.0,302250,3.7647058823529442
2015-05-12 00:46:40,18.0,17.7,18.4,17.5,178052,-1.6666666666666705
2015-05-13 00:46:40,18.93,18.25,19.19,17.7501,94419,-3.5921817221341774
2015-05-14 00:46:40,18.14,17.24,18.14,17.11,165487,-4.961411245865502
2015-05-15 00:46:40,17.14,17.43,18.68,16.89,118345,1.69194865810968
2015-05-18 00:46:40,17.6,17.25,17.74,17.0,87269,-1.9886363636363715
2015-05-19 00:46:40,17.74,15.92,17.84,15.52,123354,-10.259301014656137
2015-05-20 00:46:40,16.09,16.34,17.05,15.75,108245,1.5537600994406464
2015-05-21 00:46:40,16.35,16.55,17.1,16.2838,74731,1.2232415902140628
2015-05-22 00:46:40,16.9,18.09,18.5,16.5,264352,7.041420118343203
2015-05-26 00:46:40,18.4,17.72,19.06,17.5,262213,-3.695652173913042
2015-05-27 00:46:40,19.72,17.51,20.4,17.5,274795,-11.206896551724125
2015-05-28 00:46:40,18.13,17.42,18.13,17.0,181253,-3.9161610590181875
2015-05-29 00:46:40,17.34,16.62,17.85,16.4,325590,-4.15224913494809
2015-06-01 00:46:40,16.79,16.09,17.24,15.4,204644,-4.169148302561044
2015-06-02 00:46:40,16.4,16.69,17.225,15.5,188955,1.7682926829268457
2015-06-03 00:46:40,17.0,18.1,18.25,16.77,125139,6.470588235294127
2015-06-04 00:46:40,17.9,16.81,18.24,16.69,412033,-6.089385474860335
2015-06-05 00:46:40,17.29,17.7,17.92,16.95,130772,2.371312897628688
2015-06-08 00:46:40,17.7,18.43,18.45,17.11,105950,4.124293785310737
