Datetime,Open,Close,High,Low,Volume,Gain%
2020-07-02 00:46:40,35.0,29.7,36.89,29.11,8507583,-15.142857142857144
2020-07-06 00:46:40,31.0,30.0,31.1794,28.68,1781419,-3.225806451612903
2020-07-07 00:46:40,30.3,30.15,30.85,29.44,852073,-0.4950495049505021
2020-07-08 00:46:40,30.25,34.31,34.57,30.0801,1392790,13.421487603305792
2020-07-09 00:46:40,33.96,34.0,35.5,32.94,1856673,0.1177856301531188
2020-07-10 00:46:40,33.75,34.9,35.33,33.07,488193,3.4074074074074034
2020-07-13 00:46:40,35.36,32.99,35.97,32.72,544929,-6.7024886877827985
2020-07-14 00:46:40,32.99,31.54,32.99,30.32,855612,-4.395271294331624
2020-07-15 00:46:40,32.0,32.41,32.49,31.1001,569305,1.2812499999999893
2020-07-16 00:46:40,32.01,32.21,32.47,31.33,422960,0.6248047485160976
2020-07-17 00:46:40,31.97,33.62,33.84,31.22,262800,5.1610885204879535
2020-07-20 00:46:40,33.97,32.72,33.97,31.97,161696,-3.679717397703856
2020-07-21 00:46:40,32.52,32.28,33.64,32.0,187572,-0.7380073800738068
2020-07-22 00:46:40,31.91,32.21,32.49,31.4765,199497,0.9401441554371692
2020-07-23 00:46:40,31.89,32.54,33.441,31.7,163361,2.038256506741921
2020-07-24 00:46:40,32.01,32.94,33.29,31.71,188293,2.905342080599812
2020-07-27 00:46:40,33.5,35.19,35.39,32.94,370593,5.044776119402979
2020-07-28 00:46:40,35.3,33.67,35.3018,33.2001,103535,-4.617563739376758
2020-07-29 00:46:40,33.73,35.5,36.72,33.45,169096,5.24755410613698
2020-07-30 00:46:40,35.49,33.69,35.637,32.69,148720,-5.071851225697391
2020-07-31 00:46:40,33.66,32.44,34.4461,32.013,134548,-3.6244800950683276
2020-08-03 00:46:40,32.57,33.03,33.86,32.35,112990,1.41234264660731
2020-08-04 00:46:40,32.78,34.58,35.8465,32.45,207343,5.491153142159845
2020-08-05 00:46:40,34.61,37.97,38.7,34.61,328997,9.7081768275065
2020-08-06 00:46:40,37.97,41.34,42.2,37.97,545206,8.875427969449577
2020-08-07 00:46:40,41.4,37.0,41.8,36.905,279780,-10.628019323671495
2020-08-10 00:46:40,37.2,37.52,38.48,37.2,140801,0.8602150537634415
2020-08-11 00:46:40,37.3,36.15,38.2885,34.52,221437,-3.083109919571042
2020-08-12 00:46:40,36.57,37.63,38.0,36.23,105273,2.8985507246376874
2020-08-13 00:46:40,37.15,37.27,37.6668,36.55,117839,0.3230148048452343
2020-08-14 00:46:40,38.0,36.81,39.0,34.92,307008,-3.131578947368415
2020-08-17 00:46:40,36.95,37.9,38.99,36.45,191506,2.571041948579149
2020-08-18 00:46:40,38.09,37.48,39.64,37.44,397076,-1.6014702021528129
2020-08-19 00:46:40,37.58,38.74,39.7499,37.58,137727,3.0867482703565825
