Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,1.190000057220459,1.2400000095367432,1.1399999856948853,1.2300000190734863,1.2300000190734863,47944
2019-04-23,1.2000000476837158,1.2400000095367432,1.190000057220459,1.190000057220459,1.190000057220459,16650
2019-04-24,1.2000000476837158,1.3200000524520874,1.1299999952316284,1.190000057220459,1.190000057220459,30603
2019-04-25,1.190000057220459,1.190000057220459,1.1200000047683716,1.149999976158142,1.149999976158142,9100
2019-04-26,1.149999976158142,1.159999966621399,1.1299999952316284,1.149999976158142,1.149999976158142,12270
