Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.25,148.25,143.875,145.4375,95.30879974365234,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,91.58164978027344,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,91.74546813964844,12177900
2000-01-06,139.625,141.5,137.75,137.75,90.27099609375,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,95.5135726928711,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,95.84124755859375,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,94.69442749023438,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,93.75239562988281,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,95.0220947265625,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,96.31227111816406,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,95.55459594726562,6488500
2000-01-19,145.3125,147.0,145.0,147.0,96.33273315429688,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,94.8582763671875,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,94.65349578857422,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,91.97074890136719,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,93.01522827148438,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,92.27796936035156,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,91.90929412841797,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,89.04227447509766,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,91.45881652832031,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,92.35986328125,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,92.44175720214844,6205900
2000-02-03,140.875,143.25,140.0,143.1875,93.83434295654297,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,93.4452133178711,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,93.30188751220703,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,94.57152557373047,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,92.5851058959961,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,92.76941680908203,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,90.88533782958984,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,91.41779327392578,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,92.45198822021484,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,91.09014129638672,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,90.61910247802734,7584200
2000-02-18,138.875,138.875,134.625,135.3125,88.67367553710938,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,88.44835662841797,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,89.49281311035156,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,87.69065856933594,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,87.37320709228516,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,89.2060775756836,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,90.06617736816406,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,90.72152709960938,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,90.78302001953125,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,92.48274230957031,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,91.58164978027344,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,89.81021118164062,20062000
2000-03-08,136.46875,137.84375,135.03125,136.875,89.69757080078125,11808500
2000-03-09,137.25,140.875,136.125,140.875,92.31888580322266,5500900
2000-03-10,140.1875,142.0,139.53125,140.125,91.82740020751953,7924600
2000-03-13,136.6875,140.46875,135.6875,138.59375,90.82393646240234,10540500
2000-03-14,139.28125,140.09375,136.15625,136.625,89.53374481201172,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,91.62259674072266,10300800
2000-03-16,141.625,146.84375,140.875,146.34375,95.90269470214844,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,96.53653717041016,10272900
2000-03-20,146.875,147.34375,144.78125,146.1875,96.04377746582031,12502300
2000-03-21,145.53125,149.75,144.5,149.1875,98.01473236083984,13612600
2000-03-22,149.5625,150.84375,148.6875,150.09375,98.61016845703125,8260000
2000-03-23,149.15625,153.46875,149.15625,152.65625,100.2936782836914,11654500
2000-03-24,152.875,155.75,151.71875,153.5625,100.88911437988281,11462900
2000-03-27,153.375,153.78125,151.8125,151.9375,99.82148742675781,8798600
2000-03-28,151.25,152.984375,150.59375,151.0625,99.24663543701172,6334400
2000-03-29,151.5625,152.484375,149.65625,151.21875,99.34928894042969,6747500
2000-03-30,150.15625,151.921875,147.125,148.6875,97.68624877929688,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,98.79492950439453,9249100
