,Date,Open,High,Low,Close,Adj Close,Volume,1_day,3_day,5_day,10_day,20_day,30_day,1,5,10,20,30
0,2014-12-04,28200.400390625,30096.900390625,27953.0,28447.69921875,28447.69921875,811330,26056.5,21274.0,17728.30078125,17563.400390625,16821.30078125,21109.0,-8.405597937333189,-37.6810734501678,-38.26073505779726,-40.86938050103184,-25.797162583584377
1,2014-12-05,26551.19921875,27540.69921875,25974.0,26056.5,26056.5,377529,23582.80078125,19295.0,19047.599609375,16738.80078125,18470.400390625,21109.0,-9.493597446894249,-26.898855911672708,-35.759596333928194,-29.11403914330397,-18.98758467177096
2,2014-12-08,25231.900390625,26056.5,23582.80078125,23582.80078125,23582.80078125,367585,21274.0,17728.30078125,19212.5,16821.30078125,19872.19921875,21026.599609375,-9.790189056278932,-18.531729211420465,-28.67131882560731,-15.73435486700202,-10.839260338862555
3,2014-12-09,23582.80078125,23582.80078125,21274.0,21274.0,21274.0,570963,19295.0,19047.599609375,17480.900390625,18470.400390625,20119.599609375,21851.19921875,-9.30243489705744,-17.829743392756416,-13.178525944227696,-5.4263438498871865,2.713167334539814
4,2014-12-10,19789.69921875,20202.0,19212.5,19295.0,19295.0,539795,17728.30078125,19212.5,16409.0,18800.19921875,20614.30078125,22016.099609375,-8.119716085773517,-14.957242809017881,-2.5643989699403993,6.8375267232443635,14.102615233868878
5,2014-12-11,18635.30078125,19295.0,17398.5,17728.30078125,17728.30078125,1053637,19047.599609375,17480.900390625,17563.400390625,17068.599609375,18965.19921875,21438.900390625,7.441766948811762,-0.9301533895420128,-3.7211754246223103,6.9769711872678855,20.930373729327997
6,2014-12-12,17645.80078125,19295.0,17233.599609375,19047.599609375,19047.599609375,1117064,19212.5,16409.0,16738.80078125,15914.2001953125,19707.30078125,21438.900390625,0.8657279342633705,-12.121206217441891,-16.45036371155281,3.463434686805906,12.554341913366503
7,2014-12-15,19377.400390625,19872.19921875,18800.19921875,19212.5,19212.5,1274964,17480.900390625,17563.400390625,16821.30078125,16409.0,20119.599609375,22758.19921875,-9.012880204944697,-12.446059694209499,-14.592062459336368,4.7214033018867925,18.45516834743006
8,2014-12-16,18552.900390625,19047.599609375,17316.0,17480.900390625,17480.900390625,857050,16409.0,16738.80078125,18470.400390625,16903.69921875,22098.5,22923.099609375,-6.13183741496439,5.660463579614403,-3.3018961207773527,26.415113101676486,31.132259192259053
9,2014-12-17,16573.900390625,17728.30078125,16079.2001953125,16409.0,16409.0,1354314,17563.400390625,16821.30078125,18800.19921875,16903.69921875,21521.30078125,22840.69921875,7.035166010268755,14.572485945212993,3.014804185203242,31.15546822627826,39.196168070875736
10,2014-12-18,16491.400390625,17645.80078125,16491.400390625,17563.400390625,17563.400390625,662974,16738.80078125,18470.400390625,17068.599609375,16821.30078125,21109.0,22428.400390625,-4.694988390830942,-2.817226563451318,-4.225261583008255,20.187432561564624,27.699647515846888
11,2014-12-19,17316.0,17563.400390625,16161.599609375,16738.80078125,16738.80078125,518451,16821.30078125,18800.19921875,15914.2001953125,18470.400390625,21109.0,21356.400390625,0.49286684917364293,-4.926282334760671,10.344824769732936,26.108197808562768,27.58620327537092
12,2014-12-22,16491.400390625,17233.599609375,16079.2001953125,16821.30078125,16821.30078125,1007310,18470.400390625,17068.599609375,16409.0,19872.19921875,21026.599609375,20531.80078125,9.803639033749294,-2.4510636044839913,18.137113634521707,24.999843251197735,22.05834167198258
13,2014-12-23,16491.400390625,18470.400390625,16491.400390625,18470.400390625,18470.400390625,1508297,18800.19921875,15914.2001953125,16903.69921875,20119.599609375,21851.19921875,20614.30078125,1.785553215686627,-8.482226366192954,8.928876385306094,18.303874072166774,11.60722207036279
14,2014-12-24,19954.599609375,20037.099609375,18470.400390625,18800.19921875,18800.19921875,1577424,17068.599609375,16409.0,16903.69921875,20614.30078125,22016.099609375,19459.900390625,-9.210538618378171,-10.08765906112614,9.649374144348123,17.105671877230357,3.5090116024784477
15,2014-12-26,17893.19921875,18305.5,16986.19921875,17068.599609375,17068.599609375,700848,15914.2001953125,16903.69921875,16821.30078125,18965.19921875,21438.900390625,18635.30078125,-6.763293067279176,-1.4488524763869326,11.111629851187585,25.604331235525578,9.178850097429684
16,2014-12-29,16491.400390625,17893.19921875,15419.5,15914.2001953125,15914.2001953125,1454027,16409.0,16903.69921875,18470.400390625,19707.30078125,21438.900390625,19459.900390625,3.1091716744473428,16.062385567233374,23.834691906507192,34.715537868750644,22.28010300107246
17,2014-12-30,15666.900390625,17233.599609375,14594.900390625,16409.0,16409.0,1217844,16903.69921875,16821.30078125,19872.19921875,20119.599609375,22758.19921875,19212.5,3.014804185203242,21.10548612803949,22.613197692577245,38.69339520232799,17.085136205740753
18,2014-12-31,15914.2001953125,17480.900390625,15914.2001953125,16903.69921875,16903.69921875,796555,16903.69921875,18470.400390625,20119.599609375,22098.5,22923.099609375,18717.80078125,0.0,19.024832073785625,30.731739331280806,35.6099591735999,10.731979663290234
19,2015-01-02,16903.69921875,16903.69921875,16903.69921875,16903.69921875,16903.69921875,0,16821.30078125,19872.19921875,20614.30078125,21521.30078125,22840.69921875,18717.80078125,-0.487458019890709,21.951417346471175,27.31710676310451,35.122489599285664,10.731979663290234
20,2015-01-05,16491.400390625,17316.0,16491.400390625,16821.30078125,16821.30078125,396691,18470.400390625,20119.599609375,18965.19921875,21109.0,22428.400390625,18717.80078125,9.803639033749294,12.74514061296445,25.489700674809402,33.33332946299254,11.274395628868067
21,2015-01-06,16491.400390625,18470.400390625,15666.900390625,18470.400390625,18470.400390625,1063824,19872.19921875,20614.30078125,19707.30078125,21109.0,21356.400390625,18717.80078125,7.589433896822884,6.696662576155156,14.285557181068317,15.624999669551526,1.33944248848321
22,2015-01-07,20284.5,20284.5,18965.19921875,19872.19921875,19872.19921875,1314257,20119.599609375,18965.19921875,20119.599609375,21026.599609375,20531.80078125,18717.80078125,1.2449572787674679,1.2449572787674679,5.809122472644042,3.319217743538152,-5.809112644214996
23,2015-01-08,19377.400390625,21521.30078125,19377.400390625,20119.599609375,20119.599609375,926165,20614.30078125,19707.30078125,22098.5,21851.19921875,20614.30078125,18717.80078125,2.458802269824929,9.835684750420702,8.606531158642628,2.458802269824929,-6.96732964542601
24,2015-01-09,20614.30078125,21356.400390625,20119.599609375,20614.30078125,20614.30078125,550952,18965.19921875,20119.599609375,21521.30078125,22016.099609375,19459.900390625,17233.599609375,-7.99979383244452,4.399858184008712,6.8001279451594305,-5.599997801890034,-16.399785797973607
25,2015-01-12,21026.599609375,21026.599609375,18717.80078125,18965.19921875,18965.19921875,634632,19707.30078125,22098.5,21109.0,21438.900390625,18635.30078125,16491.400390625,3.91296476214349,11.303866395089196,13.043370350833793,-1.7394936572764548,-13.043885274241
26,2015-01-13,18140.599609375,20037.099609375,17728.30078125,19707.30078125,19707.30078125,871992,20119.599609375,21521.30078125,21109.0,21438.900390625,19459.900390625,16573.900390625,2.0921121197747743,7.1125885493340135,8.786589440104784,-1.2553743070709242,-15.899693344134638
27,2015-01-14,18965.19921875,20449.400390625,18965.19921875,20119.599609375,20119.599609375,1372020,22098.5,21109.0,21026.599609375,22758.19921875,19212.5,16409.0,9.835684750420702,4.508041996906196,13.114573155548825,-4.5085370831749785,-18.442710995332114
28,2015-01-15,20119.599609375,22098.5,19624.80078125,22098.5,22098.5,1815717,21521.30078125,21109.0,21851.19921875,22923.099609375,18717.80078125,16244.099609375,-2.6119384517048667,-1.119084015883431,3.731473219336154,-15.29831988030862,-26.49229762483879
29,2015-01-16,22428.400390625,22923.099609375,21438.900390625,21521.30078125,21521.30078125,1239428,21109.0,21026.599609375,22016.099609375,22840.69921875,18717.80078125,13440.5,-1.9157800238971092,2.299112089711991,6.1306630621951035,-13.026628959354042,-37.547919911468526
30,2015-01-20,21109.0,21521.30078125,20944.099609375,21109.0,21109.0,519663,21109.0,21851.19921875,21438.900390625,22428.400390625,18717.80078125,13770.400390625,0.0,1.5628423450897722,6.250416365649723,-11.327865928040172,-34.76526414977024
31,2015-01-21,21109.0,22181.0,21026.599609375,21109.0,21109.0,674289,21026.599609375,22016.099609375,21438.900390625,21356.400390625,18717.80078125,13110.7001953125,-0.3903566754701786,1.5628423450897722,1.1720137885499076,-11.327865928040172,-37.8904723325951
32,2015-01-22,21191.5,21438.900390625,20614.30078125,21026.599609375,21026.599609375,421406,21851.19921875,21438.900390625,22758.19921875,20531.80078125,18717.80078125,12698.400390625,3.9216973961274313,8.235281222566023,-2.353204214267661,-10.980371867144843,-39.6079222197999
33,2015-01-23,21851.19921875,21933.599609375,20861.69921875,21851.19921875,21851.19921875,891905,22016.099609375,21438.900390625,22923.099609375,20614.30078125,18717.80078125,13028.2001953125,0.7546514448667094,4.905453379900667,-5.660551739598102,-14.339709258663042,-40.37764213813351
34,2015-01-26,22181.0,22758.19921875,21026.599609375,22016.099609375,22016.099609375,654764,21438.900390625,22758.19921875,22840.69921875,19459.900390625,17233.599609375,12698.400390625,-2.6217142409013006,3.745439128663213,-11.610590722715967,-21.722739653501083,-42.32220685803171
35,2015-01-27,22016.099609375,22181.0,20944.099609375,21438.900390625,21438.900390625,1206929,21438.900390625,22923.099609375,22428.400390625,18635.30078125,16491.400390625,12945.7998046875,0.0,4.61544193951616,-13.077161413562907,-23.0772096975808,-39.61537406858535
36,2015-01-28,21026.599609375,21851.19921875,20944.099609375,21438.900390625,21438.900390625,366614,22758.19921875,22840.69921875,21356.400390625,19459.900390625,16573.900390625,12945.7998046875,6.153761639295246,-0.38481451239018005,-9.23088387903232,-22.692395185190616,-39.61537406858535
37,2015-01-29,21026.599609375,22758.19921875,20614.30078125,22758.19921875,22758.19921875,680280,22923.099609375,22428.400390625,20531.80078125,19212.5,16409.0,12698.400390625,0.7245757409889533,-9.782840971291424,-15.579876002793636,-27.8985132247152,-44.20296496849779
